Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120	Column121	Column122	Column123	Column124	Column125	Column126	Column127	Column128	Column129	Column130	Column131	Column132	Column133	Column134	Column135	Column136	Column137	Column138	Column139	Column140	Column141	Column142	Column143	Column144	Column145	Column146	Column147	Column148	Column149	Column150	Column151	Column152	Column153	Column154	Column155	Column156	Column157	Column158	Column159	Column160	Column161	Column162
54752966@N06	animal	2	21	0.095238095	animale	1	2	0.5	bajorrelieve	2	1	2	basrelief	2	6	0.333333333	catedrale	15	1	15	cathedral	30	85	0.352941176	chartre	45	20	2.25	christ	1	23	0.043478261	cristo	1	5	0.2	cristorey	1	1	1	cufflinkcatholic.wordpress.com20130103mmxiii	1	1	1	dog	1	5	0.2	eure	15	3	5	eureetloir	15	2	7.5	fauna	1	4	0.25	faune	1	1	1	france	30	60	0.5	francia	15	3	5	frankreich	15	4	3.75	gargoil	1	1	1	gargouille	1	1	1	glass	6	36	0.166666667	gothic	15	26	0.576923077	gothique	15	2	7.5	gárgola	1	1	1	gótico	15	1	15	headless	1	2	0.5	href	1	119	0.008403361	http:cufflinkcatholic.wordpress.com20130103mmxiii	1	1	1	jesucristo	1	1	1	jesus	1	6	0.166666667	jesuschrist	1	4	0.25	loir	15	2	7.5	medieval	6	13	0.461538462	motivosvegetale	2	1	2	nofollow	1	83	0.012048193	nothern	1	1	1	pantocrator	1	1	1	portal	6	17	0.352941176	rel	1	83	0.012048193	saint
54790231@N06	9	1	20	0.05	aire	15	12	1.25	américadosul	15	1	15	américalatina	15	1	15	andrelsb20hotmailcom	4	1	4	andrébispo	15	1	15	argentina	30	19	1.578947368	av	1	4	0.25	bokeh	1	3	0.333333333	bueno	15	13	1.153846154	buenosaire	15	16	0.9375	canon	15	16	0.9375	canoneosrebelt3i	15	1	15	casa	5	47	0.106382979	casarosada	15	18	0.833333333	céu	15	2	7.5	d600	15	2	7.5	de	7	134	0.052238806	efeitobokeh	1	1	1	guindaste	15	1	15	helicóptero	15	1	15	hilton	1	3	0.333333333	iluminação	1	1	1	julho	1	3	0.333333333	la	5	73	0.068493151	lua	15	1	15	madero	8	1	8	mar	7	7	1	marescudobrasãobrasãoargentino	1	1	1	marluz	1	1	1	marobeliscoargentinoobeliscoevaperónevitaperónavenida9dejulhoobeliscodebuenosaires9dejulho	1	1	1	marpuertomadero	2	1	2	marsantiagocalatrava	1	1	1	marsantiagocalatravapuentedelamujer	1	1	1	mayo	1	12	0.083333333	mujer	5	3	1.666666667	plaza	1	23	0.043478261	plaza25demayo	1	1	1	plazademayo	1	9	0.111111111	portomadero	15	1	15	puente
55068938@N00	12th	15	7	2.142857143	2.2	15	1	15	3.6	15	2	7.5	admired	15	1	15	adorning	15	1	15	angkor	120	20	6	angkorian	15	1	15	angkorwat	15	20	0.75	appearing	15	4	3.75	architecture	60	70	0.857142857	attraction	15	10	1.5	ba	15	11	1.363636364	based	15	7	2.142857143	basic	15	2	7.5	bass	1	1	1	best	15	24	0.625	bird	2	16	0.125	buddhism	1	5	0.2	buddhist	16	9	1.777777778	budha	2	1	2	building	15	73	0.205479452	built	15	50	0.3	cambodia	45	20	2.25	capital	30	20	1.5	central	1	30	0.033333333	centre	30	28	1.071428571	century	15	36	0.416666667	city	45	67	0.671641791	classical	15	12	1.25	column	2	30	0.066666667	combine	15	3	5	complex	15	16	0.9375	country'	15	4	3.75	dedicated	15	17	0.882352941	designed	15	23	0.652173913	detail	1	47	0.021276596	deva	15	3	5	devata	15	1	15	divided	15	6	2.5	early	30	23	1.304347826	en.wikipedia.orgwikiangkor_wat
55125784@N04	arco	2	2	1	arquibancada	1	1	1	ceu	2	1	2	coliseu	28	1	28	colosseum	21	20	1.05	constantino	2	2	1	de	9	134	0.067164179	dia	1	6	0.166666667	europa	10	10	1	europe	10	43	0.23255814	foi	1	7	0.142857143	grandstand	1	1	1	italia	20	15	1.333333333	italy	20	31	0.64516129	já	1	3	0.333333333	panoramica	1	3	0.333333333	papel	8	2	4	parede	8	3	2.666666667	roma	20	22	0.909090909	seu	1	2	0.5	sobrou	1	1	1	subterraneo	2	1	2	um	1	10	0.1	uma	1	6	0.166666667	underground	1	11	0.090909091	wallpaper	10	3	3.333333333																																																									
55228353@N00	02042010	1	1	1	020420190	1	1	1	023	1	4	0.25	024	1	2	0.5	025	1	5	0.2	026	1	6	0.166666667	04	1	12	0.083333333	09	1	6	0.166666667	10072010	1	1	1	18	1	23	0.043478261	22042011	12	1	12	64	1	4	0.25	65	1	5	0.2	66	1	1	1	69	1	2	0.5	70	1	13	0.076923077	71	1	3	0.333333333	73	1	4	0.25	74	1	3	0.333333333	amien	45	20	2.25	cathedral	30	85	0.352941176	chapel	1	11	0.090909091	church	3	39	0.076923077	exterior	1	17	0.058823529	facade	24	22	1.090909091	france	30	60	0.5	gothic	1	26	0.038461538	lady	1	10	0.1	medieval	1	13	0.076923077	nave	1	10	0.1	north	1	64	0.015625	pity	1	2	0.5	profmoriartydotcom:book1555	1	1	1	profmoriartydotcom:book1556	2	1	2	profmoriartydotcom:thematic3601	1	1	1	quot	2	83	0.024096386	sculpture	12	68	0.176470588	side	1	56	0.017857143	tympanum	12	8	1.5	western	12	22	0.545454545	
55501300@N00	02	1	10	0.1	03	1	9	0.111111111	10	2	37	0.054054054	11	1	27	0.037037037	13	2	28	0.071428571	15	1	23	0.043478261	17	1	28	0.035714286	18	2	23	0.086956522	19	1	13	0.076923077	20	2	17	0.117647059	21	1	18	0.055555556	22	1	18	0.055555556	24	2	17	0.117647059	26	2	17	0.117647059	27	1	15	0.066666667	28	2	15	0.133333333	29	2	12	0.166666667	30	1	20	0.05	31	1	7	0.142857143	5	1	41	0.024390244	6	1	34	0.029411765	9	1	20	0.05	ac	15	2	7.5	altonconventschool	15	1	15	amien	30	20	1.5	cathedral	30	85	0.352941176	cologne	15	20	0.75	colognecathedral	15	11	1.363636364	ef24105mmf4lisusm	10	1	10	france	14	60	0.233333333	gothic	15	26	0.576923077	iphotooriginal	15	1	15	köln	15	2	7.5	kölnerdom	15	1	15	picardie	15	5	3	residential	13	3	4.333333333	y6	5	1	5	year6	13	1	13									
55628191@N04	1	12	53	0.226415094	10	12	37	0.324324324	10th	1	2	0.5	11	12	27	0.444444444	12	8	27	0.296296296	13	8	28	0.285714286	14	8	28	0.285714286	15	8	23	0.347826087	16	8	21	0.380952381	169	10	2	5	17	8	28	0.285714286	18	8	23	0.347826087	1819	4	1	4	1840	4	4	1	1851	4	6	0.666666667	1861	8	5	1.6	1864	4	3	1.333333333	1872	4	3	1.333333333	1876	4	2	2	19	8	13	0.615384615	1909	1	2	0.5	1914	3	3	1	1918	1	2	0.5	1921	3	3	1	1938	1	2	0.5	2	12	66	0.181818182	20	8	17	0.470588235	20th	1	6	0.166666667	21	8	18	0.444444444	22	8	18	0.444444444	23	8	16	0.5	24	8	17	0.470588235	24th	1	2	0.5	25	8	23	0.347826087	26	8	17	0.470588235	27	8	15	0.533333333	28	8	15	0.533333333	29	8	12	0.666666667	3	12	59	0.203389831	30	8	20	0.4	31
56087830@N00	5pm	2	1	2	60th	1	2	0.5	_palace_of_westminster	2	2	1	abbey	2	11	0.181818182	africa	1	9	0.111111111	anniversary	1	9	0.111111111	apartheid	1	1	1	bell	2	17	0.117647059	ben	30	22	1.363636364	better	1	12	0.083333333	big	30	32	0.9375	bigben	3	17	0.176470588	black	2	23	0.086956522	blue	1	28	0.035714286	boy	1	6	0.166666667	british	2	8	0.25	bus	2	14	0.142857143	cab	2	4	0.5	cenotaph	1	1	1	chime	2	2	1	chimed	1	1	1	church	1	39	0.025641026	circle	1	3	0.333333333	clock	12	15	0.8	clocktower	1	8	0.125	close	1	27	0.037037037	committee	1	3	0.333333333	common	5	13	0.384615385	complete	1	8	0.125	dusk	1	6	0.166666667	elizabeth	1	3	0.333333333	en.wikipedia.orgwikiclock_tower	1	2	0.5	england	3	23	0.130434783	eye	1	20	0.05	face	1	22	0.045454545	fog	1	6	0.166666667	front	2	52	0.038461538	government	7	11	0.636363636	hand	1	11	0.090909091	house	1	52	0.019230769	href
56505984@N06	acropoli	19	21	0.904761905	athen	34	22	1.545454545	caryatid	1	6	0.166666667	entrance	4	47	0.085106383	greece	15	21	0.714285714	porch	1	9	0.111111111	view	4	117	0.034188034																																																																																																																																					
56581343@N04	cave	5	4	1.25	chateau	30	1	30	chevreuse	45	1	45	château	40	2	20	conjuguent	10	1	10	conseil	5	1	5	conseilgénéraldesyveline	10	1	10	construit	5	3	1.666666667	copyright	5	6	0.833333333	cour	5	2	2.5	dan	20	7	2.857142857	de	105	134	0.78358209	donjon	10	1	10	du	30	27	1.111111111	découvrir	5	1	5	département	10	1	10	empreinte	10	1	10	en	20	26	0.769230769	entre	5	4	1.25	environnement	10	1	10	est	10	9	1.111111111	exceptionnel	10	1	10	exposition	5	6	0.833333333	font	10	1	10	forteresse	5	1	5	garde	5	1	5	général	5	1	5	haute	5	1	5	hauteur	5	2	2.5	histoire	10	1	10	href	10	119	0.084033613	http:www.yvelines.frloisirsle	10	1	10	il	5	10	0.5	imposant	10	1	10	intérieure	5	1	5	l'enceinte	5	1	5	l'histoire	5	2	2.5	l'intérieur	5	2	2.5	l'yvette	5	1	5	la	85	73	1.164383562	laurent
56593651@N00	51	1	7	0.142857143	58	1	4	0.25	61	1	2	0.5	67	1	2	0.5	69	1	2	0.5	70	1	13	0.076923077	71	1	3	0.333333333	73	1	4	0.25	74	1	3	0.333333333	adsc00001	9	1	9	allarthasbeencontemporary	1	1	1	alte	2	23	0.086956522	altenationalgalerie	1	3	0.333333333	altesmuseum	13	13	1	architektur	2	13	0.153846154	baum	1	2	0.5	baustelle	1	2	0.5	bei	1	4	0.25	berlin	15	65	0.230769231	berlinerdom	2	12	0.166666667	berlinmitte	2	5	0.4	brunnen	1	2	0.5	der	1	19	0.052631579	deutschland	2	25	0.08	dom	2	24	0.083333333	dsc00013	1	1	1	dsc00480	1	1	1	dsc01640	1	1	1	dsc01775	1	1	1	eine	1	8	0.125	einfach	1	1	1	entfernung	1	2	0.5	europa	2	10	0.2	evelyneinberlin	1	1	1	festivaloflight	10	3	3.333333333	frankreich	1	4	0.25	handy	1	1	1	haus	2	2	1	href	1	119	0.008403361	http:www.festival	1	1	1	ist
56705607@N00	101	1	4	0.25	12	1	27	0.037037037	13	1	28	0.035714286	14	1	28	0.035714286	16	1	21	0.047619048	17	1	28	0.035714286	18	1	23	0.043478261	19	1	13	0.076923077	1996	30	2	15	20	1	17	0.058823529	21	1	18	0.055555556	22	1	18	0.055555556	23	1	16	0.0625	24	1	17	0.058823529	25	1	23	0.043478261	26	1	17	0.058823529	27	1	15	0.066666667	blake	15	1	15	blamar	15	1	15	castle	28	42	0.666666667	hearst	29	20	1.45	hearstcastle	15	19	0.789473684	hiway	1	1	1	hotel	1	13	0.076923077	marla	16	1	16	pool	1	15	0.066666667	postcard	17	6	2.833333333	roadtrip	15	1	15	swimming	1	3	0.333333333																																													
57004829@N03	06	15	12	1.25	082004	7	1	7	1	2	53	0.037735849	1184	2	1	2	1823	10	2	5	1865	1	4	0.25	1869	1	4	0.25	1904	15	4	3.75	28	10	15	0.666666667	76	1	3	0.333333333	albert	1	22	0.045454545	alexandre	1	22	0.045454545	allemagne	15	3	5	alte	30	23	1.304347826	altesmuseum	10	13	0.769230769	altnationalgalerie	5	1	5	antique	6	6	1	antoni	15	5	3	antonigaudi	15	4	3.75	antoniogaudi	15	2	7.5	arch	11	24	0.458333333	architect	23	23	1	architecte	27	1	27	architecture	4	70	0.057142857	artnouveau	15	3	5	august	1	13	0.076923077	barcelona	30	20	1.5	barcelone	15	1	15	batlló	30	9	3.333333333	berlin	45	65	0.692307692	bronze	4	13	0.307692308	camille	2	1	2	camilleclaudel	2	1	2	casa	30	47	0.638297872	casabatlló	15	10	1.5	casabattlo	15	1	15	catalogne	15	1	15	catalunya	15	5	3	cataluña	15	3	5	claudel	4	1	4	conception
57217704@N00	ala	1	3	0.333333333	bell	1	17	0.058823529	belltower	1	3	0.333333333	better	1	12	0.083333333	bit	1	13	0.076923077	blurry	2	2	1	bok	2	18	0.111111111	bokeh	1	3	0.333333333	boktowergarden	12	13	0.923076923	book	1	11	0.090909091	carillion	1	1	1	carried	1	7	0.142857143	catchy	1	1	1	colorful	1	2	0.5	copied	1	2	0.5	dasso	2	1	2	deserve	1	2	0.5	elevation	1	4	0.25	fame	1	5	0.2	feet	1	22	0.045454545	fern	2	1	2	flat	1	4	0.25	floral	3	3	1	florida	1	25	0.04	floridalandmark	1	1	1	floridian	1	1	1	fruit	3	8	0.375	garden	1	44	0.022727273	goosebump	2	1	2	green	4	17	0.235294118	guy	1	7	0.142857143	inside	1	55	0.018181818	iron	1	10	0.1	it'	1	31	0.032258065	jose	2	1	2	lake	1	13	0.076923077	lakewalesflorida	12	1	12	listening	1	1	1	listeningtothebell	1	1	1	live	1	14	0.071428571	macro
57286362@N06	2013	14	16	0.875	atlantic	14	2	7	açúcar	14	2	7	barra	14	1	14	barradatijuc	14	1	14	bay	14	13	1.076923077	baía	14	1	14	beach	14	16	0.875	blue	14	28	0.5	brazil	14	17	0.823529412	brazil'	14	1	14	building	14	73	0.191780822	cablecar	14	1	14	called	14	24	0.583333333	calling	14	3	4.666666667	capricorn	14	1	14	card	14	7	2	carnivalcostume	14	1	14	cathedral	17	85	0.2	christ	23	23	1	christtheredeemer	14	13	1.076923077	city	42	67	0.626865672	clear	14	5	2.8	close	14	27	0.518518519	coast	28	13	2.153846154	coconut	2	2	1	copacabanabeach	14	2	7	de	56	134	0.417910448	east	14	38	0.368421053	entrance	14	47	0.29787234	facing	14	15	0.933333333	founded	14	5	2.8	green	14	17	0.823529412	guanabara	28	1	28	hill	14	21	0.666666667	inlet	14	2	7	janeiro	28	12	2.333333333	land	14	10	1.4	loaf	14	1	14	marked	14	3	4.666666667	meat
57340921@N03	13	1	28	0.035714286	2011	1	23	0.043478261	22	1	18	0.055555556	273	1	1	1	29	2	12	0.166666667	296	1	1	1	3	1	59	0.016949153	308	1	2	0.5	318	1	1	1	35	1	6	0.166666667	4	1	43	0.023255814	afternoon	1	12	0.083333333	amidst	1	1	1	angle	1	11	0.090909091	base	1	20	0.05	bathurst	1	2	0.5	bench	1	4	0.25	best	1	24	0.041666667	bicycle	1	5	0.2	blanche	1	2	0.5	blue	2	28	0.071428571	bluesky	1	4	0.25	bridge	1	34	0.029411765	building	1	73	0.01369863	capturing	1	1	1	cn	12	20	0.6	cntower	14	19	0.736842105	colder	1	1	1	condo	1	2	0.5	construction	3	32	0.09375	convergence	2	1	2	crane	1	4	0.25	cycling	2	3	0.666666667	darkness	1	1	1	day	5	51	0.098039216	downtown	1	21	0.047619048	dunda	1	3	0.333333333	east	1	38	0.026315789	expressway	1	3	0.333333333	february	1	9	0.111111111	fence
57419996@N00	16thcentury	15	1	15	agra	75	20	3.75	akbar	15	1	15	architecture	30	70	0.428571429	aurangzeb	15	2	7.5	built	15	50	0.3	cityfort	15	1	15	combine	15	3	5	emporor	15	1	15	exterior	2	17	0.117647059	famous	15	31	0.483870968	fort	45	33	1.363636364	fortified	15	3	5	heritage	15	19	0.789473684	hindu	15	11	1.363636364	humayun	15	1	15	india	15	19	0.789473684	intricate	2	3	0.666666667	islamic	15	1	15	jahan	15	3	5	jehangir	15	1	15	located	15	31	0.483870968	mahal	15	7	2.142857143	moat	1	6	0.166666667	mughal	30	5	6	red	15	35	0.428571429	sandstone	15	9	1.666666667	shah	15	3	5	site	15	47	0.319148936	stage	15	7	2.142857143	taj	15	6	2.5	unesco	15	20	0.75	unescoworldheritagesite	15	7	2.142857143	wall	2	45	0.044444444	walled	15	4	3.75	work	2	39	0.051282051																	
57474170@N05	ben	30	22	1.363636364	berlin	15	65	0.230769231	big	30	32	0.9375	bigben	15	17	0.882352941	brandenburg	30	23	1.304347826	brandenburger	5	8	0.625	gate	30	38	0.789473684	germany	15	56	0.267857143	london	15	38	0.394736842	pariser	3	6	0.5	platz	3	7	0.428571429	sign	4	23	0.173913043	southbank	14	3	4.666666667	statue	2	86	0.023255814	tor	5	9	0.555555556	uk	15	22	0.681818182																																																																																																	
57503104@N00	1863	1	4	0.25	1868	3	2	1.5	1875	6	5	1.2	72	1	7	0.142857143	76	3	3	1	africa	1	9	0.111111111	agriculture	1	4	0.25	albert	17	22	0.772727273	albertmemorial	12	15	0.8	america	1	12	0.083333333	architect	1	23	0.043478261	armstead	1	3	0.333333333	asia	1	14	0.071428571	bell	1	17	0.058823529	birnie	2	1	2	calder	1	1	1	cockerell	1	2	0.5	england	15	23	0.652173913	europe	1	43	0.023255814	flanked	1	5	0.2	foley	4	3	1.333333333	frieze	3	8	0.375	garden	1	44	0.022727273	geo:lat51502452	10	1	10	geo:lon0177755	10	1	10	george	1	15	0.066666667	georgegilbertscott	15	4	3.75	geotagged	10	21	0.476190476	ggscott	15	1	15	gilbert	1	8	0.125	gilbertscott	15	2	7.5	gothicrevival	4	5	0.8	henry	6	7	0.857142857	henryhugharmstead	1	2	0.5	henryweeke	1	1	1	hugh	1	2	0.5	john	7	16	0.4375	johnbell	1	2	0.5	johnbirniephilip	1	1	1	johnhenryfoley	1	1	1	kensington
57605688@N00	anemone	1	2	0.5	animal	1	21	0.047619048	built	1	50	0.02	cabrillo	26	20	1.3	cabrillonationalmonument	14	8	1.75	california	10	30	0.333333333	chri	2	4	0.5	christy	3	1	3	christy'	1	1	1	cleaned	1	5	0.2	closed	1	8	0.125	cthulu	1	1	1	currently	1	6	0.166666667	diego	1	10	0.1	earth	1	6	0.166666667	exploring	2	3	0.666666667	exposed	1	3	0.333333333	fellow	1	2	0.5	floor	1	21	0.047619048	fog	1	6	0.166666667	gate	1	38	0.026315789	head	1	29	0.034482759	here'	1	2	0.5	high	1	38	0.026315789	i'm	1	16	0.0625	it'	1	31	0.032258065	ladder	1	4	0.25	largest	1	25	0.04	lighthouse	17	10	1.7	linkedto	1	1	1	loma	2	9	0.222222222	mentioned	1	3	0.333333333	mini	1	3	0.333333333	monument	2	63	0.031746032	national	2	47	0.042553191	nature	5	11	0.454545455	number	1	12	0.083333333	obscured	1	1	1	oldpointlomalighthouse	5	3	1.666666667	original	1	28	0.035714286	originally
57884042@N00	ancient	15	37	0.405405405	architecture	15	70	0.214285714	aztec	15	18	0.833333333	aztecruin	15	7	2.142857143	home	15	3	5	indian	15	11	1.363636364	indianruin	15	2	7.5	newmexico	15	10	1.5	puebloruin	15	2	7.5	ruin	30	48	0.625	structure	15	34	0.441176471	west	15	43	0.348837209	western	15	22	0.681818182																																																																																																													
57986369@N06	1980	15	3	5	80	15	17	0.882352941	area	9	38	0.236842105	arizona	15	18	0.833333333	arizonaphoenixgrandcanyonwupatkicliffdwelling	15	1	15	az	16	4	4	blog	15	4	3.75	canyon	20	5	4	castle	17	42	0.404761905	cliff	15	14	1.071428571	country	15	8	1.875	dwelling	15	8	1.875	flagstaff	16	4	4	generation	15	4	3.75	glenn	15	1	15	grand	20	15	1.333333333	held	1	15	0.066666667	href	15	119	0.12605042	http:leakytr8	15	1	15	int	1	2	0.5	meeting	1	8	0.125	mgr	1	1	1	montezuma'	17	2	8.5	montezumascastle	1	4	0.25	musing	15	2	7.5	ned	1	1	1	nofollow	15	83	0.180722892	phoenix	16	3	5.333333333	red	23	35	0.657142857	rel	15	83	0.180722892	resort	1	3	0.333333333	richard	1	6	0.166666667	rim	5	7	0.714285714	rock	23	18	1.277777778	sale	2	5	0.4	sedona	23	1	23	sedonaredrock1980s80seighty	15	1	15	silent	15	1	15	south	5	53	0.094339623	tumblr.com	15	1	15	yaz11
58386356@N03	2010	3	26	0.115384615	antonio	4	3	1.333333333	antoniocançado	13	1	13	brasil.fr	5	1	5	brasilfr	14	1	14	cançado	4	1	4	de	7	134	0.052238806	img_0239	1	1	1	img_0667	1	1	1	img_0762	1	1	1	img_0809	1	1	1	img_0838	1	1	1	img_0967	1	1	1	img_1155_2	1	1	1	img_2574	1	1	1	img_2855	1	1	1	img_2887	1	1	1	img_5872	1	1	1	la	7	73	0.095890411	lavage	7	1	7	lavagedelamadeleinepari	13	1	13	lavagemadeleine.brasil.fr	2	1	2	madeleine	7	18	0.388888889	pari	6	49	0.12244898																																																																	
58791769@N00	1	4	53	0.075471698	152.5m	1	1	1	2	2	66	0.03030303	2009	1	29	0.034482759	3	2	59	0.033898305	4	1	43	0.023255814	5	1	41	0.024390244	509	1	3	0.333333333	97.25m	1	1	1	allow	1	4	0.25	base	1	20	0.05	bell	1	17	0.058823529	berlin	15	65	0.230769231	best	1	24	0.041666667	brandenburg	15	23	0.652173913	brandenburggate	14	16	0.875	bridge	1	34	0.029411765	cathedral	7	85	0.082352941	christianity	1	6	0.166666667	church	1	39	0.025641026	claim	1	3	0.333333333	climbing	1	5	0.2	cologne	2	20	0.1	colognecathedral	15	11	1.363636364	column	1	30	0.033333333	distance	1	24	0.041666667	door	2	32	0.0625	en.wikipedia.orgwikibrandenburg_gate	1	2	0.5	en.wikipedia.orgwikicologne_cathedral	1	3	0.333333333	entrance	1	47	0.021276596	europe	30	43	0.697674419	fernsehturm	2	6	0.333333333	front	1	52	0.019230769	gallery	2	17	0.117647059	gate	15	38	0.394736842	germany	30	56	0.535714286	guess	1	4	0.25	happened	1	2	0.5	high	1	38	0.026315789	history	1	24	0.041666667	href
59138347@N00	angela	3	1	3	architecture	3	70	0.042857143	berlin	30	65	0.461538462	berlincathedral	12	7	1.714285714	cathedral	26	85	0.305882353	ceiling	3	22	0.136363636	churche	11	6	1.833333333	europe	11	43	0.255813953	european	11	11	1	glass	1	36	0.027777778	stained	1	21	0.047619048	stainedglass	1	12	0.083333333	statue	3	86	0.034883721	surround	15	2	7.5																																																																																																									
59143072@N00	bec	1	1	1	caracol	1	3	0.333333333	castillo	2	26	0.076923077	chichen	1	17	0.058823529	chichenitza	15	14	1.071428571	el	3	20	0.15	en.wikipedia.orgwikichichen_itza	15	1	15	engraving	1	2	0.5	feathered	1	2	0.5	honeymoon	15	3	5	href	15	119	0.12605042	http:en.wikipedia.orgwikichichen_itza	15	1	15	itza	1	17	0.058823529	mexico	15	31	0.483870968	mono	1	1	1	nofollow	15	83	0.180722892	observatory	1	6	0.166666667	ossario	1	2	0.5	rel	15	83	0.180722892	serpent	1	9	0.111111111	skull	1	6	0.166666667	temple	2	47	0.042553191	top	1	53	0.018867925	tree	1	26	0.038461538	warrior	1	7	0.142857143																																																													
59392555@N00	2010	15	26	0.576923077	acropoli	45	21	2.142857143	acropolismuseum	4	3	1.333333333	athen	21	22	0.954545455	greece	30	21	1.428571429	hill	1	21	0.047619048	monument	12	63	0.19047619	museum	7	67	0.104477612	parthenon	3	14	0.214285714	pentax18250mm	15	1	15	pentaxk20d	15	1	15	theater	1	6	0.166666667	view	2	117	0.017094017																																																																																																													
59398780@N00	2	1	66	0.015151515	2011	30	23	1.304347826	25	1	23	0.043478261	27	15	15	1	admission	3	2	1.5	amphitheater	2	6	0.333333333	ancient	15	37	0.405405405	arch	2	24	0.083333333	arche	1	11	0.090909091	area	1	38	0.026315789	arena	17	6	2.833333333	attraction	2	10	0.2	bargain	1	1	1	best	1	24	0.041666667	bit	1	13	0.076923077	book	15	11	1.363636364	building	7	73	0.095890411	buse	1	5	0.2	buying	1	1	1	cart	1	3	0.333333333	climbing	1	5	0.2	closed	1	8	0.125	collosseum	15	1	15	colosseum	46	20	2.3	colosseum'	2	3	0.666666667	constantine	1	3	0.333333333	construction	15	32	0.46875	contest	3	3	1	couple	8	7	1.142857143	day	1	51	0.019607843	december	8	12	0.666666667	detail	1	47	0.021276596	discharge	2	1	2	east	1	38	0.026315789	edge	1	9	0.111111111	emerging	1	1	1	entered	1	4	0.25	entering	1	9	0.111111111	entrance	1	47	0.021276596	euro	1	3	0.333333333	event
59429971@N06	18th	1	4	0.25	apalache	1	1	1	augustine	1	11	0.090909091	burgundy	1	2	0.5	cannon	6	13	0.461538462	castillo	17	26	0.653846154	century	1	36	0.027777778	colonial	1	3	0.333333333	construction	1	32	0.03125	cross	1	20	0.05	de	17	134	0.126865672	defense	1	5	0.2	flag	2	22	0.090909091	fly	1	3	0.333333333	marco	17	21	0.80952381	mark	1	13	0.076923077	mid	1	6	0.166666667	miniature	1	2	0.5	outpost	1	2	0.5	red	1	35	0.028571429	replica	1	5	0.2	san	17	62	0.274193548	spanish	2	12	0.166666667	st	2	35	0.057142857	top	1	53	0.018867925	uniform	1	4	0.25	view	1	117	0.008547009	volunteer	1	5	0.2	wearing	1	2	0.5	white	1	26	0.038461538	year	1	49	0.020408163																																					
59616483@N00	12thc	15	1	15	12thcentury	15	1	15	angkor	45	20	2.25	angkorvat	15	1	15	angkorwat	15	20	0.75	apsara	7	2	3.5	asia	15	14	1.071428571	attributionnoncommercialsharealike	15	1	15	basrelief	8	6	1.333333333	brahmanic	15	1	15	brahmanicvishnu	15	1	15	cambodge	15	1	15	cambodia	15	20	0.75	ccbyncsa	15	1	15	creativecommon	15	2	7.5	croft	15	1	15	film	15	9	1.666666667	indochina	15	1	15	indochine	15	1	15	jungletemple	15	1	15	kampuchea	15	1	15	lara	15	2	7.5	laracroft	15	1	15	location	15	14	1.071428571	movie	15	3	5	nokorvat	15	1	15	siemreab	15	1	15	siemreap	15	16	0.9375	suryavarman	15	6	2.5	suryavarmanii	15	1	15	temple	15	47	0.319148936	tombraider	15	1	15	unesco	15	20	0.75	wat	30	20	1.5	worldheritage	15	5	3	worldheritagecentre	15	1	15	worldheritagesite	15	6	2.5	xiemreap	15	1	15	xiithc	15	1	15	xiêmriệp	15	1	15	
60107315@N00	0001_2008_05_21	5	1	5	07_35_00	1	1	1	07_40_34	1	1	1	07_42_21	1	1	1	07_49_31	1	1	1	07_56_33	1	1	1	angel	30	27	1.111111111	angelofthenorth	10	13	0.769230769	anthonygormley	1	4	0.25	britton	2	1	2	freefoto	3	1	3	freefoto.com	2	1	2	gateshead	16	14	1.142857143	gatesheadangel	15	1	15	hd	5	1	5	href	5	119	0.042016807	http:www.ianbritton.co.ukhdv.htm	5	1	5	ian	2	2	1	ianbritton	3	1	3	mobilephonepicture	1	1	1	newyearsday	1	1	1	north	30	64	0.46875	picture	1	37	0.027027027	snow	1	13	0.076923077	soe	1	1	1	sunset	2	20	0.1	theangel	1	1	1	theangelofthenorth	9	2	4.5	thegatesheadangel	2	1	2	tyneandwear	1	2	0.5	tyneside	7	1	7	unitedkingdom	8	13	0.615384615	video	10	10	1	winter	2	17	0.117647059	www.ianbritton.co.ukhdv.htm	5	1	5																					
